sample_dir,subject_name,timestamp,condition,mask_path,spectrum_path
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P086_OP050_2021_04_15_Experiment1\2021_04_15_11_52_24,P086_OP050_2021_04_15_Experiment1,2021_04_15_11_52_24,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P086_OP050_2021_04_15_Experiment1\2021_04_15_11_52_24\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P086_OP050_2021_04_15_Experiment1\2021_04_15_11_52_24\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P086_OP050_2021_04_15_Experiment1\2021_04_15_11_54_42,P086_OP050_2021_04_15_Experiment1,2021_04_15_11_54_42,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P086_OP050_2021_04_15_Experiment1\2021_04_15_11_54_42\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P086_OP050_2021_04_15_Experiment1\2021_04_15_11_54_42\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_11_03,P087_OP051_2021_04_16_Experiment1,2021_04_16_10_11_03,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_11_03\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_11_03\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_11_19,P087_OP051_2021_04_16_Experiment1,2021_04_16_10_11_19,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_11_19\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_11_19\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_11_35,P087_OP051_2021_04_16_Experiment1,2021_04_16_10_11_35,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_11_35\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_11_35\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_12_14,P087_OP051_2021_04_16_Experiment1,2021_04_16_10_12_14,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_12_14\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_12_14\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_12_31,P087_OP051_2021_04_16_Experiment1,2021_04_16_10_12_31,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_12_31\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_12_31\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_12_47,P087_OP051_2021_04_16_Experiment1,2021_04_16_10_12_47,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_12_47\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_12_47\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_14_07,P087_OP051_2021_04_16_Experiment1,2021_04_16_10_14_07,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_14_07\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_14_07\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_14_23,P087_OP051_2021_04_16_Experiment1,2021_04_16_10_14_23,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_14_23\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_14_23\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_14_39,P087_OP051_2021_04_16_Experiment1,2021_04_16_10_14_39,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_14_39\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_14_39\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_15_13,P087_OP051_2021_04_16_Experiment1,2021_04_16_10_15_13,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_15_13\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_15_13\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_15_29,P087_OP051_2021_04_16_Experiment1,2021_04_16_10_15_29,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_15_29\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_15_29\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_15_45,P087_OP051_2021_04_16_Experiment1,2021_04_16_10_15_45,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_15_45\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_15_45\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_16_24,P087_OP051_2021_04_16_Experiment1,2021_04_16_10_16_24,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_16_24\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_16_24\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_16_40,P087_OP051_2021_04_16_Experiment1,2021_04_16_10_16_40,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_16_40\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_16_40\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_16_56,P087_OP051_2021_04_16_Experiment1,2021_04_16_10_16_56,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_16_56\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_16_56\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_17_51,P087_OP051_2021_04_16_Experiment1,2021_04_16_10_17_51,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_17_51\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_17_51\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_18_07,P087_OP051_2021_04_16_Experiment1,2021_04_16_10_18_07,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_18_07\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_18_07\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_18_23,P087_OP051_2021_04_16_Experiment1,2021_04_16_10_18_23,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_18_23\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_18_23\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_53_42,P087_OP051_2021_04_16_Experiment1,2021_04_16_10_53_42,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_53_42\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_53_42\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_53_58,P087_OP051_2021_04_16_Experiment1,2021_04_16_10_53_58,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_53_58\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_53_58\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_54_15,P087_OP051_2021_04_16_Experiment1,2021_04_16_10_54_15,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_54_15\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_54_15\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_54_52,P087_OP051_2021_04_16_Experiment1,2021_04_16_10_54_52,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_54_52\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_54_52\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_55_08,P087_OP051_2021_04_16_Experiment1,2021_04_16_10_55_08,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_55_08\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_55_08\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_55_24,P087_OP051_2021_04_16_Experiment1,2021_04_16_10_55_24,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_55_24\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_55_24\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_56_00,P087_OP051_2021_04_16_Experiment1,2021_04_16_10_56_00,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_56_00\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_56_00\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_56_18,P087_OP051_2021_04_16_Experiment1,2021_04_16_10_56_18,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_56_18\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_56_18\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_56_35,P087_OP051_2021_04_16_Experiment1,2021_04_16_10_56_35,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_56_35\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_56_35\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_57_47,P087_OP051_2021_04_16_Experiment1,2021_04_16_10_57_47,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_57_47\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_57_47\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_58_04,P087_OP051_2021_04_16_Experiment1,2021_04_16_10_58_04,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_58_04\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_58_04\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_58_20,P087_OP051_2021_04_16_Experiment1,2021_04_16_10_58_20,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_58_20\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_58_20\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_58_49,P087_OP051_2021_04_16_Experiment1,2021_04_16_10_58_49,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_58_49\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_58_49\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_59_05,P087_OP051_2021_04_16_Experiment1,2021_04_16_10_59_05,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_59_05\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_59_05\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_59_22,P087_OP051_2021_04_16_Experiment1,2021_04_16_10_59_22,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_59_22\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_10_59_22\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_11_00_11,P087_OP051_2021_04_16_Experiment1,2021_04_16_11_00_11,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_11_00_11\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_11_00_11\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_11_00_28,P087_OP051_2021_04_16_Experiment1,2021_04_16_11_00_28,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_11_00_28\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_11_00_28\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_11_00_45,P087_OP051_2021_04_16_Experiment1,2021_04_16_11_00_45,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_11_00_45\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_11_00_45\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_14_07_14,P087_OP051_2021_04_16_Experiment1,2021_04_16_14_07_14,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_14_07_14\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_14_07_14\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_14_09_46,P087_OP051_2021_04_16_Experiment1,2021_04_16_14_09_46,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_14_09_46\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_14_09_46\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_14_10_11,P087_OP051_2021_04_16_Experiment1,2021_04_16_14_10_11,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_14_10_11\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_14_10_11\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_14_10_46,P087_OP051_2021_04_16_Experiment1,2021_04_16_14_10_46,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_14_10_46\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_14_10_46\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_14_11_34,P087_OP051_2021_04_16_Experiment1,2021_04_16_14_11_34,baseline,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_14_11_34\_hypergui_1\mask.csv,C:\DKFZ\MLData\data\Cat_Pig\Cat_atlas\Cat_0007_kidney\data\P087_OP051_2021_04_16_Experiment1\2021_04_16_14_11_34\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data.xlsx
